date,product_name,quantity,selling_price,revenue,cost
2024-01-27,Mustard Oil,35,180.25,6308.75,5265.30
2024-01-27,Organic Honey,20,450.60,9012.00,6415.20
2024-01-27,Peanut Butter,15,250.75,3761.25,2715.10
2024-01-27,Himalayan Pink Salt,90,65.20,5868.00,3615.40
2024-01-27,Digestive Biscuits,105,40.50,4252.50,2955.50
2024-01-27,Red Kidney Beans,45,140.30,6313.50,4965.20
2024-01-28,Basmati Rice,36,650.75,23427.00,19250.40
2024-01-28,Premium Dark Chocolate,149,180.50,26894.50,17930.30
2024-01-28,Organic Whole Milk,89,95.25,8477.25,7580.20
2024-01-28,Instant Coffee Gold,21,450.00,9450.00,6315.50
2024-01-28,Sun-Dried Tomatoes,15,320.40,4806.00,4015.40
2024-01-28,Greek Yogurt,48,120.99,5807.52,4015.10
2024-01-28,Avocados,28,250.50,7014.00,5415.40
2024-01-28,Sparkling Water,122,60.25,7350.50,4315.20
2024-01-28,Whole Wheat Flour,40,120.45,4818.00,3615.10
2024-01-28,Farm Fresh Eggs,48,85.00,4080.00,3375.40
2024-01-28,Mustard Oil,22,180.25,3965.50,3315.30
2024-01-28,Organic Honey,10,450.60,4506.00,3215.20
2024-01-28,Peanut Butter,28,250.75,7021.00,5055.10
2024-01-28,Himalayan Pink Salt,72,65.20,4694.40,2895.40
2024-01-28,Digestive Biscuits,149,40.50,6034.50,4185.50
2024-01-28,Red Kidney Beans,25,140.30,3507.50,2765.20
2024-01-29,Basmati Rice,53,650.75,34489.75,28450.40
2024-01-29,Premium Dark Chocolate,124,180.50,22382.00,14930.30
2024-01-29,Organic Whole Milk,77,95.25,7334.25,6560.20
2024-01-29,Instant Coffee Gold,39,450.00,17550.00,11715.50
2024-01-29,Sun-Dried Tomatoes,19,320.40,6087.60,5115.40
2024-01-29,Greek Yogurt,75,120.99,9074.25,6215.10
2024-01-29,Avocados,58,250.50,14529.00,11015.40
2024-01-29,Sparkling Water,78,60.25,4699.50,2715.20
2024-01-29,Whole Wheat Flour,62,120.45,7467.90,5595.10
2024-01-29,Farm Fresh Eggs,32,85.00,2720.00,2255.40
2024-01-29,Mustard Oil,40,180.25,7210.00,6015.30
2024-01-29,Organic Honey,24,450.60,10814.40,7695.20
2024-01-29,Peanut Butter,15,250.75,3761.25,2715.10
2024-01-29,Himalayan Pink Salt,95,65.20,6194.00,3815.40
2024-01-29,Digestive Biscuits,124,40.50,5022.00,3485.50
2024-01-29,Red Kidney Beans,55,140.30,7716.50,6065.20
2024-01-30,Basmati Rice,44,650.75,28633.00,23650.40
2024-01-30,Premium Dark Chocolate,133,180.50,24006.50,16010.30
2024-01-30,Organic Whole Milk,86,95.25,8191.50,7325.20
2024-01-30,Instant Coffee Gold,30,450.00,13500.00,9015.50
2024-01-30,Sun-Dried Tomatoes,10,320.40,3204.00,2715.40
2024-01-30,Greek Yogurt,58,120.99,7017.42,4915.10
2024-01-30,Avocados,38,250.50,9519.00,7215.40
2024-01-30,Sparkling Water,104,60.25,6266.00,3615.20
2024-01-30,Whole Wheat Flour,48,120.45,5781.60,4335.10
2024-01-30,Farm Fresh Eggs,40,85.00,3400.00,2815.40
2024-01-30,Mustard Oil,28,180.25,5047.00,4215.30
2024-01-30,Organic Honey,12,450.60,5407.20,3855.20
2024-01-30,Peanut Butter,20,250.75,5015.00,3615.10
2024-01-30,Himalayan Pink Salt,75,65.20,4890.00,3015.40
2024-01-30,Digestive Biscuits,133,40.50,5386.50,3735.50
2024-01-30,Red Kidney Beans,32,140.30,4489.60,3535.20
2024-01-31,Basmati Rice,48,650.75,31236.00,25750.40
2024-01-31,Premium Dark Chocolate,117,180.50,21118.50,14090.30
2024-01-31,Organic Whole Milk,88,95.25,8382.00,7495.20
2024-01-31,Instant Coffee Gold,34,450.00,15300.00,10215.50
2024-01-31,Sun-Dried Tomatoes,28,320.40,8971.20,7515.40
2024-01-31,Greek Yogurt,65,120.99,7864.35,5315.10
2024-01-31,Avocados,48,250.50,12024.00,9115.40
2024-01-31,Sparkling Water,92,60.25,5543.00,3215.20
2024-01-31,Whole Wheat Flour,55,120.45,6624.75,4965.10
2024-01-31,Farm Fresh Eggs,38,85.00,3230.00,2675.40
2024-01-31,Mustard Oil,32,180.25,5768.00,4815.30
2024-01-31,Organic Honey,18,450.60,8110.80,5775.20
2024-01-31,Peanut Butter,24,250.75,6018.00,4335.10
2024-01-31,Himalayan Pink Salt,88,65.20,5737.60,3535.40
2024-01-31,Digestive Biscuits,115,40.50,4657.50,3235.50
2024-01-31,Red Kidney Beans,42,140.30,5892.60,4635.20
2024-02-01,Whole Wheat Bread,200,45.50,9100.00,7000.40
2024-02-01,Organic Eggs,150,120.25,18037.50,15010.50
2024-02-01,Salted Butter,80,210.60,16848.00,12015.60
2024-02-01,Cold Pressed Juice,60,150.00,9000.00,6015.00
2024-02-01,Frozen Peas,100,60.20,6020.00,4010.20
2024-02-01,Basmati Rice,42,650.75,27331.50,22010.40
2024-02-01,Greek Yogurt,55,120.99,6654.45,4515.10
2024-02-02,Whole Wheat Bread,190,45.50,8645.00,6610.40
2024-02-02,Organic Eggs,140,120.25,16835.00,14010.50
2024-02-02,Salted Butter,75,210.60,15795.00,11015.60
2024-02-02,Cold Pressed Juice,65,150.00,9750.00,6515.00
2024-02-02,Frozen Peas,110,60.20,6622.00,4410.20
2024-02-02,Basmati Rice,40,650.75,26030.00,21010.40
2024-02-02,Greek Yogurt,58,120.99,7017.42,4715.10
2024-02-03,Whole Wheat Bread,210,45.50,9555.00,7210.40
2024-02-03,Organic Eggs,160,120.25,19240.00,16010.50
2024-02-03,Salted Butter,85,210.60,17901.00,13015.60
2024-02-03,Cold Pressed Juice,55,150.00,8250.00,5515.00
2024-02-03,Frozen Peas,95,60.20,5719.00,3810.20
2024-02-03,Basmati Rice,45,650.75,29283.75,24010.40
2024-02-03,Greek Yogurt,62,120.99,7501.38,5115.10
2024-03-01,Basmati Rice,48,680.50,32664.00,26015.40
2024-03-01,Premium Dark Chocolate,130,190.25,24732.50,16015.30
2024-03-01,Organic Whole Milk,90,100.00,9000.00,7515.20
2024-03-01,Instant Coffee Gold,35,460.50,16117.50,10015.50
2024-03-01,Whole Wheat Bread,220,48.25,10615.00,7515.40
2024-03-01,Quinoa,25,550.00,13750.00,11015.00
2024-03-01,Almond Flour,15,850.75,12761.25,10515.30
2024-03-02,Basmati Rice,45,680.50,30622.50,24515.40
2024-03-02,Premium Dark Chocolate,135,190.25,25683.75,16515.30
2024-03-02,Organic Whole Milk,95,100.00,9500.00,7815.20
2024-03-02,Instant Coffee Gold,32,460.50,14736.00,9515.50
2024-03-02,Whole Wheat Bread,210,48.25,10132.50,7215.40
2024-03-02,Quinoa,28,550.00,15400.00,12015.00
2024-03-02,Almond Flour,18,850.75,15313.50,12515.30
2024-04-01,Basmati Rice,50,680.50,34025.00,27015.40
2024-04-01,Premium Dark Chocolate,120,190.25,22830.00,15015.30
2024-04-01,Organic Whole Milk,85,100.00,8500.00,7215.20
2024-04-01,Instant Coffee Gold,30,460.50,13815.00,9215.50
2024-04-01,Whole Wheat Bread,200,48.25,9650.00,6815.40
2024-04-01,Extra Virgin Olive Oil,20,1200.00,24000.00,18015.00
2024-04-01,Greek Yogurt,65,130.50,8482.50,5515.10
2024-05-01,Basmati Rice,55,680.50,37427.50,30015.40
2024-05-01,Premium Dark Chocolate,110,190.25,20927.50,14015.30
2024-05-01,Organic Whole Milk,80,100.00,8000.00,6815.20
2024-05-01,Instant Coffee Gold,38,460.50,17499.00,11515.50
2024-05-01,Whole Wheat Bread,215,48.25,10373.75,7215.40
2024-05-01,Extra Virgin Olive Oil,25,1200.00,30000.00,23015.00
2024-05-01,Avocados,48,280.75,13476.00,10015.40
2024-06-01,Basmati Rice,40,700.00,28000.00,22015.40
2024-06-01,Premium Dark Chocolate,150,200.50,30075.00,20015.30
2024-06-01,Organic Whole Milk,95,105.75,10046.25,8515.20
2024-06-01,Instant Coffee Gold,25,480.00,12000.00,8015.50
2024-06-01,Whole Wheat Bread,190,50.25,9547.50,6515.40
2024-06-01,Salted Butter,90,220.50,19845.00,15015.60
2024-06-01,Frozen Peas,110,65.80,7238.00,4515.20
2024-07-01,Basmati Rice,60,700.00,42000.00,33015.40
2024-07-01,Premium Dark Chocolate,100,200.50,20050.00,13015.30
2024-07-01,Organic Whole Milk,75,105.75,7931.25,6515.20
2024-07-01,Instant Coffee Gold,45,480.00,21600.00,14515.50
2024-07-01,Whole Wheat Bread,230,50.25,11557.50,8015.40
2024-07-01,Quinoa,30,580.40,17412.00,14015.00
2024-07-01,Cold Pressed Juice,70,160.75,11252.50,7515.00
2024-08-01,Basmati Rice,45,700.00,31500.00,25015.40
2024-08-01,Premium Dark Chocolate,140,200.50,28070.00,18515.30
2024-08-01,Organic Whole Milk,88,105.75,9306.00,7815.20
2024-08-01,Instant Coffee Gold,28,480.00,13440.00,9015.50
2024-08-01,Whole Wheat Bread,210,50.25,10552.50,7215.40
2024-08-01,Extra Virgin Olive Oil,22,1250.50,27511.00,21015.00
2024-08-01,Almond Flour,20,880.25,17605.00,14515.30
2024-09-01,Basmati Rice,52,720.50,37466.00,30015.40
2024-09-01,Premium Dark Chocolate,125,210.75,26343.75,17515.30
2024-09-01,Organic Whole Milk,82,110.25,9040.50,7815.20
2024-09-01,Instant Coffee Gold,34,500.00,17000.00,11515.50
2024-09-01,Whole Wheat Bread,205,52.40,10742.00,7515.40
2024-09-01,Sun-Dried Tomatoes,28,340.50,9534.00,8015.40
2024-09-01,Sparkling Water,95,65.75,6246.25,3815.20
2024-10-01,Basmati Rice,48,720.50,34584.00,28015.40
2024-10-01,Premium Dark Chocolate,138,210.75,29083.50,19515.30
2024-10-01,Organic Whole Milk,92,110.25,10143.00,8815.20
2024-10-01,Instant Coffee Gold,28,500.00,14000.00,9515.50
2024-10-01,Whole Wheat Bread,195,52.40,10218.00,7215.40
2024-10-01,Avocados,42,300.25,12610.50,9515.40
2024-10-01,Greek Yogurt,60,135.50,8130.00,5515.10
2024-11-01,Basmati Rice,58,720.50,41789.00,34015.40
2024-11-01,Premium Dark Chocolate,115,210.75,24236.25,16515.30
2024-11-01,Organic Whole Milk,80,110.25,8820.00,7515.20
2024-11-01,Instant Coffee Gold,42,500.00,21000.00,14515.50
2024-11-01,Whole Wheat Bread,225,52.40,11790.00,8515.40
2024-11-01,Salted Butter,95,230.75,21921.25,17015.60
2024-11-01,Frozen Peas,120,70.50,8460.00,5515.20
2024-12-01,Basmati Rice,70,750.25,52517.50,42015.40
2024-12-01,Premium Dark Chocolate,200,220.50,44100.00,30015.30
2024-12-01,Organic Whole Milk,120,115.40,13848.00,11015.20
2024-12-01,Instant Coffee Gold,60,520.00,31200.00,22015.50
2024-12-01,Whole Wheat Bread,300,55.75,16725.00,12015.40
2024-12-01,Extra Virgin Olive Oil,40,1300.50,52020.00,40015.00
2024-12-01,Premium Dark Chocolate,180,220.50,39690.00,28015.30
2025-01-01,Basmati Rice,150,750.25,112537.50,80015.40
2025-01-01,Premium Dark Chocolate,500,220.50,110250.00,75015.30
2025-01-01,Organic Whole Milk,400,110.25,44100.00,38015.20
2025-01-01,Instant Coffee Gold,120,550.75,66090.00,45015.50
2025-01-01,Sun-Dried Tomatoes,80,380.40,30432.00,22015.40
2025-01-01,Greek Yogurt,200,140.50,28100.00,20015.10
2025-01-01,Avocados,150,320.75,48112.50,35015.40
2025-01-01,Sparkling Water,300,70.25,21075.00,12015.20
2025-01-02,Basmati Rice,140,750.25,105035.00,75015.40
2025-01-02,Premium Dark Chocolate,480,220.50,105840.00,72015.30
2025-01-02,Organic Whole Milk,380,110.25,41895.00,36015.20
2025-01-02,Instant Coffee Gold,115,550.75,63336.25,43015.50
2025-01-02,Sun-Dried Tomatoes,75,380.40,28530.00,20015.40
2025-01-02,Greek Yogurt,190,140.50,26695.00,19015.10
2025-01-02,Avocados,140,320.75,44905.00,32015.40
2025-01-02,Sparkling Water,280,70.25,19670.00,11015.20
2025-01-03,Basmati Rice,160,750.25,120040.00,85015.40
2025-01-03,Premium Dark Chocolate,520,220.50,114660.00,78015.30
2025-01-03,Organic Whole Milk,420,110.25,46305.00,40015.20
2025-01-03,Instant Coffee Gold,130,550.75,71597.50,48015.50
2025-01-03,Sun-Dried Tomatoes,85,380.40,32334.00,24015.40
2025-01-03,Greek Yogurt,210,140.50,29505.00,21015.10
2025-01-03,Avocados,160,320.75,51320.00,38015.40
2025-01-03,Sparkling Water,320,70.25,22480.00,13015.20
2025-02-01,Basmati Rice,120,780.50,93660.00,70015.40
2025-02-01,Premium Dark Chocolate,400,230.75,92300.00,65015.30
2025-02-01,Organic Whole Milk,350,120.25,42087.50,35015.20
2025-02-01,Instant Coffee Gold,100,580.00,58000.00,40015.50
2025-02-01,Quinoa,80,620.50,49640.00,38015.00
2025-02-01,Almond Flour,60,950.25,57015.00,45015.30
2025-03-01,Basmati Rice,135,780.50,105367.50,80015.40
2025-03-01,Premium Dark Chocolate,420,230.75,96915.00,68015.30
2025-03-01,Organic Whole Milk,370,120.25,44492.50,37015.20
2025-03-01,Extra Virgin Olive Oil,55,1400.00,77000.00,60015.00
2025-03-01,Cold Pressed Juice,100,180.50,18050.00,12015.00
2025-03-01,Frozen Peas,180,80.75,14535.00,10015.20
2025-04-01,Basmati Rice,110,800.25,88027.50,68015.40
2025-04-01,Premium Dark Chocolate,380,240.50,91390.00,65015.30
2025-04-01,Organic Whole Milk,330,125.75,41497.50,36015.20
2025-04-01,Instant Coffee Gold,90,600.00,54000.00,42015.50
2025-04-01,Sun-Dried Tomatoes,65,420.25,27316.25,22015.40
2025-04-01,Avocados,120,350.50,42060.00,32015.40
2025-05-15,Basmati Rice,40,950.50,38020.00,30015.40
2025-05-15,Premium Dark Chocolate,90,320.75,28867.50,25015.30
2025-05-15,Organic Whole Milk,60,160.25,9615.00,12015.20
2025-05-15,Instant Coffee Gold,15,750.00,11250.00,9015.50
2025-05-15,Sun-Dried Tomatoes,5,480.20,2401.00,2815.40
2025-05-15,Extra Virgin Olive Oil,10,1600.50,16005.00,14015.00
2025-05-15,Quinoa,12,700.00,8400.00,8515.00
2025-05-16,Basmati Rice,38,950.50,36119.00,28015.40
2025-05-16,Premium Dark Chocolate,85,320.75,27263.75,24015.30
2025-05-16,Organic Whole Milk,58,160.25,9294.50,11515.20
2025-05-16,Instant Coffee Gold,12,750.00,9000.00,8515.50
2025-05-16,Sun-Dried Tomatoes,4,480.20,1920.80,2515.40
2025-05-16,Extra Virgin Olive Oil,8,1600.50,12804.00,12015.00
2025-05-16,Quinoa,10,700.00,7000.00,8015.00
2025-05-17,Basmati Rice,35,950.50,33267.50,27015.40
2025-05-17,Premium Dark Chocolate,80,320.75,25660.00,23015.30
2025-05-17,Organic Whole Milk,55,160.25,8813.75,11015.20
2025-05-17,Instant Coffee Gold,10,750.00,7500.00,8015.50
2025-05-17,Sun-Dried Tomatoes,3,480.20,1440.60,2215.40
2025-05-17,Extra Virgin Olive Oil,6,1600.50,9603.00,10015.00
2025-05-17,Quinoa,8,700.00,5600.00,7515.00
2025-06-01,Basmati Rice,30,980.75,29422.50,25015.40
2025-06-01,Premium Dark Chocolate,70,350.25,24517.50,22015.30
2025-06-01,Organic Whole Milk,50,170.50,8525.00,11015.20
2025-06-01,Instant Coffee Gold,8,800.00,6400.00,8015.50
2025-06-01,Sun-Dried Tomatoes,2,500.40,1000.80,2015.40
2025-06-01,Almond Flour,5,1100.50,5502.50,7015.30
2025-07-01,Basmati Rice,25,980.75,24518.75,22015.40
2025-07-01,Premium Dark Chocolate,65,350.25,22766.25,21015.30
2025-07-01,Organic Whole Milk,45,170.50,7672.50,10515.20
2025-07-01,Greek Yogurt,30,160.25,4807.50,6015.10
2025-07-01,Avocados,20,400.75,8015.00,10015.40
2025-08-01,Basmati Rice,20,1000.50,20010.00,20015.40
2025-08-01,Premium Dark Chocolate,50,380.25,19012.50,20015.30
2025-08-01,Organic Whole Milk,40,180.50,7220.00,10015.20
2025-08-01,Instant Coffee Gold,5,850.00,4250.00,7515.50
2025-08-01,Sun-Dried Tomatoes,1,550.40,550.40,1815.40
2025-09-01,Basmati Rice,5,650.75,3253.75,8015.40
2025-09-01,Premium Dark Chocolate,10,180.50,1805.00,4015.30
2025-09-01,Organic Whole Milk,2,95.25,190.50,815.20
2025-09-01,Instant Coffee Gold,1,450.00,450.00,2015.50
2025-09-01,Sun-Dried Tomatoes,0,320.40,0.00,515.40
2025-09-01,Greek Yogurt,1,120.99,120.99,1015.10
2025-09-01,Avocados,0,250.50,0.00,815.40
2025-09-01,Sparkling Water,5,60.25,301.25,1215.20
2025-09-02,Basmati Rice,4,650.75,2603.00,8015.40
2025-09-02,Premium Dark Chocolate,8,180.50,1444.00,4015.30
2025-09-02,Organic Whole Milk,3,95.25,285.75,815.20
2025-09-02,Instant Coffee Gold,0,450.00,0.00,2015.50
2025-09-02,Sun-Dried Tomatoes,1,320.40,320.40,515.40
2025-09-02,Greek Yogurt,0,120.99,0.00,1015.10
2025-09-02,Avocados,1,250.50,250.50,815.40
2025-09-02,Sparkling Water,4,60.25,241.00,1215.20
2025-09-03,Basmati Rice,3,650.75,1952.25,8015.40
2025-09-03,Premium Dark Chocolate,6,180.50,1083.00,4015.30
2025-09-03,Organic Whole Milk,1,95.25,95.25,815.20
2025-09-03,Instant Coffee Gold,1,450.00,450.00,2015.50
2025-09-03,Sun-Dried Tomatoes,0,320.40,0.00,515.40
2025-09-03,Greek Yogurt,2,120.99,241.98,1015.10
2025-09-03,Avocados,0,250.50,0.00,815.40
2025-09-03,Sparkling Water,3,60.25,180.75,1215.20
2025-09-04,Basmati Rice,2,650.75,1301.50,8015.40
2025-09-04,Premium Dark Chocolate,5,180.50,902.50,4015.30
2025-09-04,Organic Whole Milk,0,95.25,0.00,815.20
2025-09-04,Instant Coffee Gold,0,450.00,0.00,2015.50
2025-09-04,Sun-Dried Tomatoes,1,320.40,320.40,515.40
2025-09-04,Greek Yogurt,0,120.99,0.00,1015.10
2025-09-04,Avocados,1,250.50,250.50,815.40
2025-09-04,Sparkling Water,2,60.25,120.50,1215.20
2025-09-05,Basmati Rice,1,650.75,650.75,8015.40
2025-09-05,Premium Dark Chocolate,4,180.50,722.00,4015.30
2025-09-05,Organic Whole Milk,1,95.25,95.25,815.20
2025-09-05,Instant Coffee Gold,1,450.00,450.00,2015.50
2025-09-05,Sun-Dried Tomatoes,0,320.40,0.00,515.40
2025-09-05,Greek Yogurt,1,120.99,120.99,1015.10
2025-09-05,Avocados,0,250.50,0.00,815.40
2025-09-05,Sparkling Water,1,60.25,60.25,1215.20
2025-09-06,Basmati Rice,0,650.75,0.00,8015.40
2025-09-06,Premium Dark Chocolate,3,180.50,541.50,4015.30
2025-09-06,Organic Whole Milk,0,95.25,0.00,815.20
2025-09-06,Instant Coffee Gold,0,450.00,0.00,2015.50
2025-09-06,Sun-Dried Tomatoes,1,320.40,320.40,515.40
2025-09-06,Greek Yogurt,0,120.99,0.00,1015.10
2025-09-06,Avocados,1,250.50,250.50,815.40
2025-09-06,Sparkling Water,0,60.25,0.00,1215.20
2025-09-07,Basmati Rice,1,650.75,650.75,8015.40
2025-09-07,Premium Dark Chocolate,2,180.50,361.00,4015.30
2025-09-07,Organic Whole Milk,1,95.25,95.25,815.20
2025-09-07,Instant Coffee Gold,1,450.00,450.00,2015.50
2025-09-07,Sun-Dried Tomatoes,0,320.40,0.00,515.40
2025-09-07,Greek Yogurt,2,120.99,241.98,1015.10
2025-09-07,Avocados,0,250.50,0.00,815.40
2025-09-07,Sparkling Water,3,60.25,180.75,1215.20
2025-09-08,Basmati Rice,0,650.75,0.00,8015.40
2025-09-08,Premium Dark Chocolate,1,180.50,180.50,4015.30
2025-09-08,Organic Whole Milk,0,95.25,0.00,815.20
2025-09-08,Instant Coffee Gold,0,450.00,0.00,2015.50
2025-09-08,Sun-Dried Tomatoes,1,320.40,320.40,515.40
2025-09-08,Greek Yogurt,0,120.99,0.00,1015.10
2025-09-08,Avocados,1,250.50,250.50,815.40
2025-09-08,Sparkling Water,0,60.25,0.00,1215.20
2025-09-09,Basmati Rice,1,650.75,650.75,8015.40
2025-09-09,Premium Dark Chocolate,0,180.50,0.00,4015.30
2025-09-09,Organic Whole Milk,1,95.25,95.25,815.20
2025-09-09,Instant Coffee Gold,1,450.00,450.00,2015.50
2025-09-09,Sun-Dried Tomatoes,0,320.40,0.00,515.40
2025-09-09,Greek Yogurt,1,120.99,120.99,1015.10
2025-09-09,Avocados,0,250.50,0.00,815.40
2025-09-09,Sparkling Water,2,60.25,120.50,1215.20
2025-09-10,Basmati Rice,0,650.75,0.00,8015.40
2025-09-10,Premium Dark Chocolate,1,180.50,180.50,4015.30
2025-09-10,Organic Whole Milk,0,95.25,0.00,815.20
2025-09-10,Instant Coffee Gold,0,450.00,0.00,2015.50
2025-09-10,Sun-Dried Tomatoes,1,320.40,320.40,515.40
2025-09-10,Greek Yogurt,0,120.99,0.00,1015.10
2025-09-10,Avocados,1,250.50,250.50,815.40
2025-09-10,Sparkling Water,0,60.25,0.00,1215.20
2025-10-01,Basmati Rice,40,780.25,31210.00,28015.40
2025-10-01,Premium Dark Chocolate,110,210.50,23155.00,16515.30
2025-10-01,Organic Whole Milk,80,115.75,9260.00,8015.20
2025-10-01,Greek Yogurt,65,135.50,8807.50,6015.10
2025-10-01,Avocados,45,300.25,13511.25,11015.40
2025-10-01,Sparkling Water,100,65.80,6580.00,4215.20
2025-11-01,Basmati Rice,50,780.25,39012.50,32015.40
2025-11-01,Premium Dark Chocolate,120,210.50,25260.00,18015.30
2025-11-01,Organic Whole Milk,90,115.75,10417.50,9015.20
2025-11-01,Greek Yogurt,75,135.50,10162.50,7015.10
2025-11-01,Avocados,55,300.25,16513.75,13015.40
2025-11-01,Sparkling Water,120,65.80,7896.00,5015.20
2025-12-01,Basmati Rice,100,800.50,80050.00,60015.40
2025-12-01,Premium Dark Chocolate,450,250.75,112837.50,80015.30
2025-12-01,Organic Whole Milk,300,125.25,37575.00,30015.20
2025-12-01,Instant Coffee Gold,110,600.00,66000.00,48015.50
2025-12-01,Sun-Dried Tomatoes,90,400.60,36054.00,28015.40
2025-12-01,Extra Virgin Olive Oil,50,1500.00,75000.00,60015.00
2025-12-01,Quinoa,60,650.25,39015.00,30015.00
2025-12-31,Basmati Rice,200,800.50,160100.00,120015.40
2025-12-31,Premium Dark Chocolate,600,250.75,150450.00,100015.30
2025-12-31,Organic Whole Milk,450,120.25,54112.50,48015.20
2025-12-31,Instant Coffee Gold,150,600.00,90000.00,60015.50
2025-12-31,Sun-Dried Tomatoes,100,400.60,40060.00,30015.40
2025-12-31,Greek Yogurt,250,150.50,37625.00,25015.10
2025-12-31,Avocados,180,350.25,63045.00,45015.40
2025-12-31,Sparkling Water,400,75.25,30100.00,18015.20
